text,label
menurutku produk ini standar dari pengalaman pertama ya,1
buatku packaging rusak waktu sampai buat pemakaian harian sih!,0
review singkat adminnya susah dihubungi dari segi fitur banget,0
menurutku fiturnya sering error buat pemakaian harian,0
jujur ya pelayanan cepat dan memuaskan dari segi fitur ya,2
review singkat overall masih oke untuk harga segini dari segi fitur menurutku,1
fiturnya cukup membantu dari segi fitur,1
jujur ya pengiriman sesuai estimasi dari pengalaman pertama banget,1
review singkat pengalaman saya biasa saja ya,1
pengiriman sesuai estimasi buat pemakaian harian ya...,1
jujur ya fiturnya sangat membantu menurutku,2
buatku overall masih oke untuk harga segini dari pengalaman pertama sih,1
jujur ya adminnya responsif dan ramah untuk harga segini.,2
jujur ya packaging rusak waktu sampai sih,0
review singkat produk ini sangat bagus untuk harga segini menurutku,2
menurutku pelayanan cukup biasa untuk harga segini ya,1
menurutku adminnya susah dihubungi dari pengalaman pertama banget,0
review singkat pengiriman normal tidak cepat tidak lambat ya,1
review singkat kualitasnya buruk menurutku,0
fiturnya sering error dari segi fitur ya,0
jujur ya pelayanan cukup biasa dari segi fitur buatku,1
buatku worth it banget buat dibeli untuk harga segini buatku,2
buatku packaging rapi dan aman ya,2
jujur ya overall masih oke untuk harga segini ya,1
jujur ya adminnya susah dihubungi menurutku,0
menurutku harga masih oke buat pemakaian harian bnget,1
produk ini standar dari pengalaman pertama menurutku...,1
menurutku tidak rekomen menurutku,0
menurutku fiturnya sangat membantu buat pemakaian harian buatku,2
harga masih oke menurutku,1
buatku worth it banget buat dibeli buat pemakaian harian ya,2
harga sesuai kualitas dari segi fitur ya,2
kalau dari pengalamanku tidak recommended untuk harga segini ya,0
jujur ya pelayanan cukup biasa untuk harga segini sih,1
jujur ya pengiriman tepat waktu,2
buatku kualitasnya buruk untuk harga segini menurutku,0
menurutku kualitasnya mantap dari pengalaman pertama ya,2
produk ini standar buat pemakaian harian sih,1
menurutku adminnya responsif dan ramah buat pemakaian harian ya,2
jujur ya kualitasnya mantap dari pengalaman pertama menurutku,2
kalau dari pengalamanku recommended bgt untuk harga segini buatku,2
jujur ya saya gak puas buat pemakaian harian,0
produk ini sangat bagus buat pemakaian harian buatku,2
jujur ya adminnya responsif dan ramah dari segi fitur buatku,2
jujur ya packaging rapi dan aman dari segi fitur ya,2
worth it banget buat dibeli dari pengalaman pertama menurutku,2
review singkat adminnya responsif dan ramah menurutku!,2
buatku saya tidak puas buat pemakaian harian menurutku!,0
jujur ya recommended banget untuk harga segini ya,2
jujur ya fiturnya sangat membantu dari pengalaman pertama menurutku,2
fiturnya sering error untuk harga segini menurutku,0
menurutku dipakai harian tetap nyaman banget,2
kalau dari pengalamanku sejauh ini aman tapi belum spesial sih,1
jujur ya produk ini sangat bagus untuk harga segini sih,2
kalau dari pengalamanku kualitasnya mantap,2
menurutku adminnya responsif dan ramah dari pengalaman pertama ya!,2
menurutku produk ini standar bgt,1
buatku sejauh ini aman tapi belum spesial dari pengalaman pertama sih,1
menurutku pengiriman tepat waktu buat pemakaian harian sih,2
review singkat pengalaman saya biasa saja,1
jujur ya kualitasnya lumayan dari segi fitur menurutku,1
review singkat dipakai harian tetap nyaman untuk harga segini,2
review singkat sejauh ini aman tapi belum spesial buat pemakaian harian...,1
menurutku worth it banget buat dibeli dari segi fitur,2
menurutku dipakai sebentar langsung bermasalah buat pemakaian harian sih...,0
buatku pelayanan sangat lambat dari segi fitur menurutku,0
fiturnya cukup membantu buat pemakaian harian,1
menurutku harga masih oke untuk harga segini ya,1
review singkat adminnya susah dihubungi buat pemakaian harian buatku,0
pelayanannya cepat dan memuaskan untuk harga segini buatku,2
kalau dari pengalamanku pengalaman saya biasa saja menurutku,1
review singkat kualitasnya mantap untuk harga segini,2
harga sesuai kwalitas buat pemakaian harian sih!,2
kualitasnya lumayan buat pemakaian harian,1
pelayanan sangat lambat sih,0
menurutku packaging rapi dan aman untuk harga segini banget,2
buatku kualitasnya mantap buat pemakaian harian banget.,2
jujur ya sejauh ini aman tapi belum spesial buat pemakaian harian,1
buatku overall masih oke untuk harga segini buat pemakaian harian,1
menurutku worth it bnget buat dibeli buatku!,2
buatku harga tidak sebanding dari segi fitur sih,0
saya tidak puas,0
kalau dari pengalamanku harga ga sebanding banget,0
jujur ya sejauh ini aman tapi belum spesial,1
buatku pelayanan cukup biasa sih,1
buatku dipakai sebentar langsung bermasalah menurutku,0
review singkat harga tidak sebanding,0
review singkat overall masih oke untuk harga segini ya...,1
buatku adminnya responsif dan ramah untuk harga segini ya,2
kalau dari pengalamanku dipakai harian tetap nyaman dari pengalaman pertama,2
review singkat pengiriman terlambat buat pemakaian harian menurutku,0
buatku sejauh ini aman tapi belum spesial dari segi fitur sih,1
kalau dari pengalamanku sejauh ini aman tapi belum spesial dari pengalaman pertama menurutku,1
jujur ya fiturnya sangat membantu dari segi fitur ya.,2
jujur ya pengiriman tepat waktu,2
kalau dari pengalamanku servis cukup biasa dari segi fitur,1
jujur ya dipakai harian tetap nyaman untuk harga segini buatku,2
buatku adminnya responsif dan ramah,2
jujur ya dipakai sebentar langsung bermasalah buat pemakaian harian sih,0
harga gak sebanding menurutku!,0
jujur ya harga tidak sebanding ya,0
review singkat harga masih oke untuk harga segini ya,1
menurutku produk ini standar buat pemakaian harian ya.,1
buatku recommended banget dari pengalaman pertama ya,2
jujur ya pelayanan cepat dan ok menurutku.,2
review singkat packaging rusak waktu sampai untuk harga segini sih...,0
kalau dari pengalamanku saya tidak puas dari segi fitur buatku,0
buatku worth it banget buat dibeli dari pengalaman pertama banget,2
buatku sejauh ini aman tapi belum spesial buat pemakaian harian buatku,1
kalau dari pengalamanku dipakai sebentar langsung bermasalah dari segi fitur sih,0
jujur ya fiturnya sering error dari segi fitur...,0
review singkat harga sesuai kualitas dari pengalaman pertama ya,2
jujur ya tidak recommended untuk harga segini ya,0
jujur ya kualitasnya mantap sih,2
buatku packaging rusak waktu sampai buat pemakaian harian menurutku,0
menurutku kualitasnya mantap sih!,2
jujur ya fiturnya jalan sesuai deskripsi sih,1
kalau dari pengalamanku fiturnya jalan sesuai deskripsi bgt,1
menurutku produk ini mengecewakan dari segi fitur,0
menurutku pelayanan cepat dan ok dari pengalaman pertama,2
menurutku dipakai harian tetap nyaman untuk harga segini buatku,2
buatku produk ini mengecewakan dari pengalaman pertama sih,0
review singkat packaging rapi dan aman buatku,2
buatku kualitasnya mantap buat pemakaian harian sih,2
produk ini mengecewakan dari pengalaman pertama menurutku,0
kalau dari pengalamanku kualitasnya mantap dari segi fitur menurutku...,2
menurutku rekomen banget dari segi fitur banget,2
menurutku kualitasnya buruk,0
kalau dari pengalamanku pelayanannya cepat dan memuaskan buat pemakaian harian buatku,2
kalau dari pengalamanku pelayanan cukup biasa sih,1
kalau dari pengalamanku adminnya responsif dan ramah untuk harga segini sih,2
jujur ya barang datang dalam kondisi jelek buat pemakaian harian menurutku,0
review singkat pengiriman tepat waktu buat pemakaian harian sih,2
kalau dari pengalamanku saya tidak puas untuk harga segini banget,0
overall masih oke untuk harga segini buat pemakaian harian,1
review singkat packaging rapi dan aman dari pengalaman pertama sih,2
menurutku adminnya susah dihubungi dari pengalaman pertama buatku.,0
saya tidak puas dari segi fitur banget,0
menurutku pelayanannya cukup biasa banget,1
buatku barang datang dalam kondisi jelek,0
menurutku delivery sesuai estimasi dari segi fitur banget,1
menurutku pengalaman saya biasa saja buat pemakaian harian buatku,1
review singkat hasilnya ga buruk tidak istimewa buat pemakaian harian banget,1
buatku packaging rusak waktu sampai untuk harga segini buatku,0
review singkat kualitasnya lumayan sih,1
review singkat pelayanan cepat dan ok dari segi fitur buatku.,2
menurutku dipakai harian tetap nyaman untuk harga segini,2
adminnya susah dihubungi dari segi fitur,0
fiturnya jalan sesuai deskripsi dari segi fitur ya,1
kalau dari pengalamanku dipakai harian tetap nyaman dari pengalaman pertama menurutku,2
jujur ya worth it banget buat dibeli untuk harga segini sih.,2
kalau dari pengalamanku pengiriman sesuai estimasi untuk harga segini buatku!,1
jujur ya kualitasnya mantap dari segi fitur ya,2
review singkat saya suka hasilnya buat pemakaian harian...,2
pengalaman saya biasa saja buat pemakaian harian ya,1
review singkat fiturnya jalan sesuai deskripsi untuk harga segini...,1
buatku pelayanannya cepat dan memuaskan dari segi fitur banget,2
jujur ya dipakai sebentar langsung bermasalah dari pengalaman pertama ya,0
tidak recommended untuk harga segini,0
review singkat pengiriman normal gak cepat tidak lambat dari segi fitur sih.,1
review singkat pelayanan cukup biasa dari segi fitur ya,1
menurutku saya nggak puas sih,0
kalau dari pengalamanku pengiriman tepat waktu dari pengalaman pertama ya,2
buatku fiturnya sangat membantu buat pemakaian harian menurutku,2
review singkat dipakai harian tetap nyaman dari segi fitur menurutku,2
pengalaman saya biasa saja buat pemakaian harian,1
buatku produk ini sangat bagus buat pemakaian harian sih,2
servis cepat dan memuaskan dari pengalaman pertama sih,2
review singkat produk ini sangat bagus buatku,2
buatku recommended banget banget,2
kualitasnya lumayan dari pengalaman pertama banget,1
review singkat pengiriman normal tidak cepat tidak lambat dari segi fitur banget,1
review singkat fiturnya jalan sesuai deskripsi buat pemakaian harian bgt,1
kalau dari pengalamanku produk ini mengecewakan dari pengalaman pertama menurutku.,0
kalau dari pengalamanku overall masih oke untuk harga segini buat pemakaian harian ya,1
review singkat harga sesuai kualitas buat pemakaian harian buatku,2
jujur ya produk ini mengecewakan buat pemakaian harian sih,0
buatku adminnya susah dihubungi dari segi fitur...,0
kualitasnya lumayan buat pemakaian harian menurutku,1
jujur ya packaging rapi dan aman buat pemakaian harian ya!,2
buatku fiturnya sering error untuk harga segini banget,0
kalau dari pengalamanku produk ini standar buatku,1
buatku packaging rapi dan aman dari pengalaman pertama buatku,2
review singkat saya tidak puas ya!,0
menurutku fiturnya sering error untuk harga segini sih,0
menurutku kwalitasnya buruk untuk harga segini,0
review singkat fiturnya sangat membantu dari segi fitur sih,2
menurutku dipakai sebentar langsung bermasalah dari segi fitur,0
menurutku pengiriman terlambat dari segi fitur banget,0
kualitasnya lumayan dari segi fitur buatku,1
jujur ya pelayanan sangat lambat buat pemakaian harian buatku,0
buatku saya suka hasilnya sih,2
kalau dari pengalamanku pengiriman sesuai estimasi dari pengalaman pertama sih,1
kualitasnya mantap dari pengalaman pertama,2
review singkat packaging rusak waktu sampai dari pengalaman pertama sih!,0
menurutku fiturnya cukup membantu dari segi fitur banget,1
jujur ya hasilnya tidak buruk tidak istimewa dari pengalaman pertama buatku,1
menurutku pengiriman terlambat dari segi fitur menurutku,0
menurutku saya suka hasilnya banget.,2
produk ini standar dari segi fitur ya,1
kalau dari pengalamanku pengiriman tepat waktu buat pemakaian harian sih,2
harga masih oke buatku...,1
buatku delivery terlambat dari segi fitur sih,0
buatku pengalaman saya biasa saja buat pemakaian harian buatku,1
jujur ya dipakai harian tetap nyaman ya,2
jujur ya delivery terlambat untuk harga segini banget,0
review singkat pengiriman sesuai estimasi dari pengalaman pertama buatku...,1
menurutku barang datang dalam kondisi jelek untuk harga segini sih,0
buatku packaging rapi dan aman buat pemakaian harian buatku,2
menurutku hasilnya tidak buruk tidak istimewa dari pengalaman pertama menurutku,1
review singkat barang datang dalam kondisi jelek untuk harga segini ya,0
produk ini standar dari segi fitur menurutku,1
jujur ya fiturnya jalan sesuai deskripsi untuk harga segini,1
menurutku dipakai harian tetap nyaman buat pemakaian harian ya,2
jujur ya packaging rusak waktu sampai dari pengalaman pertama banget!,0
menurutku adminnya susah dihubungi buat pemakaian harian menurutku,0
jujur ya kualitasnya lumayan untuk harga segini sih,1
review singkat pengiriman terlambat buat pemakaian harian buatku...,0
menurutku fiturnya sangat membantu,2
kalau dari pengalamanku kualitasnya buruk dari pengalaman pertama banget,0
menurutku sejauh ini aman tapi belum spesial untuk harga segini buatku,1
menurutku harga gak sebanding untuk harga segini banget,0
buatku produk ini standar banget!,1
adminnya responsif dan ramah buat pemakaian harian,2
buatku fiturnya sering error ya,0
kalau dari pengalamanku tidak recommended untuk harga segini menurutku.,0
fiturnya sangat membantu buatku,2
review singkat adminnya responsif dan ramah.,2
dipakai harian tetap nyaman untuk harga segini buatku,2
kalau dari pengalamanku saya suka hasilnya buat pemakaian harian sih,2
kalau dari pengalamanku saya suka hasilnya untuk harga segini ya.,2
packaging rusak waktu sampai untuk harga segini buatku,0
fiturnya sangat membantu buat pemakaian harian ya,2
packaging rusak waktu sampai dari pengalaman pertama ya...,0
kalau dari pengalamanku servis cepat dan memuaskan dari pengalaman pertama banget,2
buatku sejauh ini aman tapi belum spesial dari segi fitur ya,1
review singkat fiturnya sering error dari segi fitur sih,0
buatku barang datang dalam kondisi jelek untuk harga segini ya!,0
review singkat fiturnya sering error untuk harga segini banget.,0
tidak recommended dari pengalaman pertama buatku,0
pelayanan sangat lambat untuk harga segini ya,0
review singkat recommended bgt untuk harga segini ya,2
review singkat harga masih oke dari pengalaman pertama banget,1
delivery sesuai estimasi buat pemakaian harian sih.,1
review singkat recommended bgt buat pemakaian harian sih!,2
kalau dari pengalamanku packaging rusak waktu sampai buat pemakaian harian menurutku!,0
kualitasnya lumayan untuk harga segini banget...,1
kalau dari pengalamanku dipakai harian tetap nyaman untuk harga segini buatku,2
jujur ya kualitasnya mantap dari pengalaman pertama ya...,2
jujur ya produk ini sangat bagus buat pemakaian harian!,2
jujur ya overall masih oke untuk harga segini untuk harga segini buatku,1
kalau dari pengalamanku barang ini standar buat pemakaian harian banget,1
kalau dari pengalamanku pelayanan cepat dan ok buat pemakaian harian menurutku,2
jujur ya adminnya susah dihubungi untuk harga segini bgt,0
kualitasnya buruk buat pemakaian harian,0
delivery tepat waktu buat pemakaian harian banget,2
review singkat sejauh ini aman tapi belum spesial buat pemakaian harian ya,1
menurutku harga masih oke dari pengalaman pertama menurutku,1
kalau dari pengalamanku recommended banget dari pengalaman pertama menurutku,2
kalau dari pengalamanku pengiriman sesuai estimasi buat pemakaian harian buatku,1
jujur ya rekomen banget dari segi fitur sih.,2
menurutku harga ga sebanding dari pengalaman pertama,0
kalau dari pengalamanku produk ini sangat bagus dari pengalaman pertama,2
buatku pelayanan beneran lambat bgt,0
buatku produk ini mengecewakan dari segi fitur sih,0
barang datang dalam kondisi jelek dari pengalaman pertama menurutku,0
review singkat fiturnya cukup membantu buat pemakaian harian menurutku,1
menurutku pengiriman tepat waktu dari segi fitur banget,2
jujur ya dipakai harian tetap nyaman menurutku,2
review singkat pengiriman terlambat buat pemakaian harian ya,0
menurutku harga masih oke dari segi fitur buatku,1
review singkat pelayanan cukup biasa buatku,1
packaging rapi dan aman untuk harga segini buatku,2
jujur ya produk ini zonk dari pengalaman pertama,0
kalau dari pengalamanku recommended bgt buat pemakaian harian menurutku,2
jujur ya fiturnya sering error untuk harga segini buatku,0
jujur ya servis sangat lambat buat pemakaian harian banget,0
buatku delivery sesuai estimasi banget,1
buatku fiturnya jalan sesuai deskripsi menurutku,1
review singkat pengiriman normal tidak cepat tidak lambat buat pemakaian harian menurutku!,1
jujur ya sejauh ini aman tapi belum spesial dari segi fitur banget,1
barang ini sangat bagus buat pemakaian harian sih,2
adminnya susah dihubungi dari segi fitur sih,0
review singkat servis sangat lambat untuk harga segini sih,0
menurutku overall masih oke untuk harga segini ya,1
kalau dari pengalamanku pengalaman saya biasa saja ya,1
review singkat adminnya susah dihubungi buat pemakaian harian ya.,0
jujur ya pelayanan cukup biasa menurutku!,1
kalau dari pengalamanku kwalitasnya lumayan untuk harga segini ya,1
buatku adminnya susah dihubungi untuk harga segini ya,0
review singkat fiturnya sering error untuk harga segini...,0
review singkat barang ini sangat bagus buat pemakaian harian buatku,2
jujur ya kwalitasnya lumayan dari pengalaman pertama buatku,1
menurutku pengiriman terlambat,0
jujur ya pelayanan cepat dan memuaskan dari pengalaman pertama ya,2
dipakai sebentar langsung bermasalah banget,0
menurutku saya tidak puas buat pemakaian harian ya,0
dipakai harian tetap nyaman untuk harga segini sih,2
jujur ya kualitasnya mantap sih,2
review singkat pengiriman terlambat buat pemakaian harian ya!,0
fiturnya cukup membantu dari segi fitur,1
menurutku kualitasnya buruk dari segi fitur ya,0
buatku overall masih oke untuk harga segini untuk harga segini banget,1
jujur ya hasilnya tidak buruk tidak istimewa untuk harga segini...,1
review singkat fiturnya cukup membantu buatku,1
kalau dari pengalamanku pengiriman normal tidak cepat tidak lambat untuk harga segini banget,1
menurutku harga sesuai kualitas buat pemakaian harian ya,2
hasilnya tidak buruk tidak istimewa dari segi fitur,1
buatku pengiriman terlambat buat pemakaian harian buatku,0
buatku saya tidak puas untuk harga segini buatku,0
review singkat worth it bgt buat dibeli dari pengalaman pertama buatku...,2
menurutku adminnya susah dihubungi dari pengalaman pertama,0
dipakai harian tetap nyaman untuk harga segini,2
review singkat barang ini zonk dari segi fitur menurutku,0
menurutku sejauh ini aman tapi belum spesial ya!,1
recommended bgt dari pengalaman pertama sih,2
menurutku harga sesuai kualitas banget,2
jujur ya hasilnya nggak buruk tidak istimewa dari pengalaman pertama menurutku,1
kalau dari pengalamanku fiturnya sangat membantu menurutku,2
buatku dipakai harian tetap nyaman dari pengalaman pertama sih,2
kualitasnya mantap buat pemakaian harian sih...,2
kalau dari pengalamanku saya suka hasilnya untuk harga segini banget,2
kalau dari pengalamanku worth it banget buat dibeli buat pemakaian harian sih,2
kwalitasnya mantap buat pemakaian harian ya...,2
menurutku kualitasnya buruk buat pemakaian harian ya,0
jujur ya fiturnya cukup membantu untuk harga segini banget,1
menurutku produk ini sangat bagus dari segi fitur menurutku!,2
kalau dari pengalamanku pelayanan sangat lambat untuk harga segini ya,0
review singkat sejauh ini aman tapi belum spesial dari segi fitur buatku!,1
review singkat packaging rusak waktu sampai dari pengalaman pertama buatku,0
dipakai sebentar langsung bermasalah menurutku,0
kalau dari pengalamanku adminnya responsif dan ramah dari segi fitur bgt.,2
review singkat pelayanan sangat lambat dari segi fitur bgt,0
buatku produk ini standar untuk harga segini sih,1
review singkat hasilnya tidak buruk tidak istimewa buat pemakaian harian,1
review singkat adminnya responsif dan ramah menurutku,2
kualitasnya lumayan dari pengalaman pertama ya,1
menurutku kualitasnya lumayan sih,1
jujur ya saya suka hasilnya dari pengalaman pertama buatku,2
jujur ya fiturnya jalan sesuai deskripsi dari segi fitur menurutku,1
jujur ya kualitasnya mantap untuk harga segini ya,2
buatku fiturnya jalan sesuai deskripsi dari segi fitur buatku,1
kalau dari pengalamanku kualitasnya mantap buatku,2
review singkat pengiriman tepat waktu untuk harga segini bnget,2
jujur ya fiturnya sering error menurutku,0
fiturnya sangat membantu dari pengalaman pertama sih!,2
review singkat kualitasnya mantap dari segi fitur buatku.,2
buatku pelayanan cukup biasa dari segi fitur ya,1
buatku kwalitasnya lumayan banget,1
jujur ya hasilnya nggak buruk tidak istimewa dari segi fitur buatku,1
kalau dari pengalamanku produk ini zonk untuk harga segini ya,0
jujur ya fiturnya sering error buat pemakaian harian menurutku,0
menurutku fiturnya sering error buat pemakaian harian buatku!,0
jujur ya pengiriman terlambat buat pemakaian harian banget...,0
buatku fiturnya sering error untuk harga segini menurutku,0
pengiriman tepat waktu dari segi fitur ya,2
worth it banget buat dibeli dari segi fitur sih...,2
jujur ya kualitasnya buruk ya...,0
review singkat produk ini mengecewakan buat pemakaian harian ya,0
review singkat overall masih oke untuk harga segini untuk harga segini menurutku,1
menurutku saya tidak puas dari pengalaman pertama,0
menurutku dipakai sebentar langsung bermasalah buat pemakaian harian menurutku,0
review singkat adminnya responsif dan ramah dari segi fitur,2
menurutku fiturnya jalan sesuai deskripsi buatku,1
review singkat fiturnya sangat membantu bgt,2
kalau dari pengalamanku fiturnya sering error dari segi fitur menurutku,0
kalau dari pengalamanku harga tidak sebanding dari segi fitur menurutku,0
review singkat worth it banget buat dibeli dari segi fitur banget,2
menurutku packaging rapi dan aman buat pemakaian harian sih!,2
review singkat fiturnya cukup membantu dari segi fitur sih,1
menurutku pelayanan beneran lambat dari pengalaman pertama banget,0
review singkat adminnya susah dihubungi buatku!,0
jujur ya fiturnya sangat membantu untuk harga segini banget,2
menurutku pengiriman normal gak cepat tidak lambat untuk harga segini,1
kalau dari pengalamanku produk ini mengecewakan dari segi fitur buatku,0
buatku fiturnya jalan sesuai deskripsi dari segi fitur menurutku,1
buatku harga masih oke buat pemakaian harian sih,1
menurutku sejauh ini aman tapi belum spesial dari segi fitur menurutku,1
review singkat adminnya responsif dan ramah ya,2
