text,label
jujur ya saya suka hasilnya buat pemakaian harian banget,2
menurutku fiturnya jalan sesuai deskripsi dari pengalaman pertama,1
jujur ya fiturnya cukup membantu untuk harga segini sih,1
jujur ya harga sesuai kwalitas buat pemakaian harian banget,2
kalau dari pengalamanku barang datang dalam kondisi jelek buatku.,0
buatku worth it banget buat dibeli dari segi fitur menurutku,2
jujur ya packaging rusak waktu sampai bgt,0
jujur ya pengalaman saya biasa saja buat pemakaian harian,1
review singkat pelayanan sangat lambat dari segi fitur.,0
kalau dari pengalamanku saya ga puas dari pengalaman pertama bgt...,0
menurutku produk ini sangat bagus dari segi fitur buatku...,2
jujur ya pengiriman terlambat buat pemakaian harian buatku,0
buatku pengiriman tepat waktu dari pengalaman pertama menurutku,2
review singkat fiturnya jalan sesuai deskripsi buat pemakaian harian banget,1
review singkat pengiriman tepat waktu buat pemakaian harian sih,2
kalau dari pengalamanku fiturnya sering error dari pengalaman pertama menurutku,0
jujur ya adminnya susah dihubungi ya,0
buatku packaging rusak waktu sampai untuk harga segini menurutku,0
buatku kualitasnya buruk dari segi fitur buatku,0
review singkat pengiriman terlambat untuk harga segini menurutku,0
kalau dari pengalamanku packaging rapi dan aman buat pemakaian harian,2
kalau dari pengalamanku kualitasnya mantap buat pemakaian harian ya,2
buatku pelayanan cukup biasa dari segi fitur sih,1
pelayanan sangat lambat untuk harga segini menurutku,0
jujur ya harga sesuai kwalitas dari pengalaman pertama banget,2
kualitasnya mantap dari pengalaman pertama menurutku,2
review singkat pelayanan beneran lambat buat pemakaian harian ya,0
review singkat dipakai harian tetap nyaman menurutku,2
kalau dari pengalamanku packaging rapi dan aman buat pemakaian harian.,2
menurutku overall masih oke untuk harga segini dari segi fitur menurutku.,1
review singkat packaging rusak waktu sampai dari segi fitur buatku,0
jujur ya harga tidak sebanding buat pemakaian harian buatku,0
jujur ya saya suka hasilnya dari pengalaman pertama sih,2
buatku fiturnya beneran membantu dari pengalaman pertama banget,2
jujur ya barang ini standar buat pemakaian harian buatku,1
buatku produk ini zonk dari segi fitur buatku,0
kalau dari pengalamanku fiturnya jalan sesuai deskripsi dari pengalaman pertama buatku,1
jujur ya saya tidak puas sih,0
kalau dari pengalamanku tidak rekomen menurutku,0
review singkat dipakai sebentar langsung bermasalah buat pemakaian harian,0
kalau dari pengalamanku sejauh ini aman tapi belum spesial untuk harga segini sih,1
kalau dari pengalamanku barang datang dalam kondisi jelek untuk harga segini buatku,0
buatku kualitasnya buruk buat pemakaian harian buatku,0
review singkat adminnya susah dihubungi buat pemakaian harian.,0
kalau dari pengalamanku servis sangat lambat dari pengalaman pertama,0
fiturnya sangat membantu,2
pengiriman tepat waktu dari pengalaman pertama menurutku,2
buatku pengiriman terlambat untuk harga segini menurutku,0
menurutku harga tidak sebanding dari segi fitur buatku...,0
buatku saya suka hasilnya buat pemakaian harian ya!,2
kalau dari pengalamanku overall masih oke untuk harga segini buat pemakaian harian sih,1
buatku recommended banget dari pengalaman pertama buatku,2
kalau dari pengalamanku packaging rusak waktu sampai banget,0
jujur ya dipakai sebentar langsung bermasalah dari pengalaman pertama,0
kalau dari pengalamanku fiturnya jalan sesuai deskripsi untuk harga segini menurutku,1
kalau dari pengalamanku overall masih oke untuk harga segini dari pengalaman pertama,1
menurutku gak recommended buat pemakaian harian menurutku,0
jujur ya adminnya susah dihubungi untuk harga segini sih,0
review singkat worth it banget buat dibeli dari segi fitur banget,2
buatku fiturnya sangat membantu buat pemakaian harian menurutku,2
tidak rekomen buat pemakaian harian menurutku,0
buatku dipakai harian tetap nyaman dari pengalaman pertama menurutku,2
jujur ya pengiriman terlambat untuk harga segini banget...,0
kalau dari pengalamanku pelayanan cepat dan memuaskan,2
review singkat packaging rusak waktu sampai dari segi fitur ya,0
jujur ya fiturnya cukup membantu untuk harga segini banget,1
jujur ya harga sesuai kwalitas dari segi fitur banget,2
harga sesuai kualitas buat pemakaian harian banget,2
packaging rapi dan aman,2
fiturnya jalan sesuai deskripsi dari segi fitur banget,1
menurutku pengalaman saya biasa saja untuk harga segini ya,1
pelayanan sangat lambat dari segi fitur ya,0
buatku pengiriman sesuai estimasi untuk harga segini sih,1
review singkat packaging rapi dan aman buat pemakaian harian ya,2
jujur ya recommended banget banget,2
buatku dipakai sebentar langsung bermasalah untuk harga segini sih,0
jujur ya fiturnya sering error buat pemakaian harian,0
produk ini sangat bagus untuk harga segini banget,2
buatku sejauh ini aman tapi belum spesial untuk harga segini menurutku,1
review singkat fiturnya jalan sesuai deskripsi dari segi fitur ya,1
jujur ya adminnya responsif dan ramah dari pengalaman pertama,2
kalau dari pengalamanku pengiriman sesuai estimasi dari pengalaman pertama banget,1
buatku fiturnya sering error buat pemakaian harian buatku,0
review singkat dipakai sebentar langsung bermasalah dari segi fitur sih,0
menurutku sejauh ini aman tapi belum spesial untuk harga segini banget,1
jujur ya pengiriman normal tidak cepat tidak lambat menurutku,1
fiturnya sangat membantu buat pemakaian harian menurutku,2
kualitasnya mantap sih,2
kalau dari pengalamanku packaging rusak waktu sampai buat pemakaian harian sih.,0
menurutku harga tidak sebanding untuk harga segini banget!,0
kalau dari pengalamanku pengiriman tepat waktu dari pengalaman pertama menurutku!,2
review singkat packaging rapi dan aman dari pengalaman pertama,2
menurutku fiturnya jalan sesuai deskripsi dari pengalaman pertama buatku,1
jujur ya produk ini standar banget,1
jujur ya fiturnya sangat membantu menurutku,2
jujur ya kualitasnya mantap dari pengalaman pertama menurutku,2
kalau dari pengalamanku packaging rapi dan aman banget,2
buatku pelayanan beneran lambat dari segi fitur,0
kalau dari pengalamanku pengiriman sesuai estimasi buat pemakaian harian sih,1
menurutku harga ga sebanding dari pengalaman pertama buatku,0
menurutku pengiriman terlambat buat pemakaian harian ya,0
jujur ya produk ini sangat bagus ya,2
jujur ya fiturnya beneran membantu dari segi fitur ya,2
buatku packaging rapi dan aman dari segi fitur buatku,2
buatku dipakai harian tetap nyaman buat pemakaian harian,2
kalau dari pengalamanku fiturnya sangat membantu dari segi fitur bnget,2
packaging rapi dan aman menurutku,2
worth it banget buat dibeli dari pengalaman pertama ya,2
jujur ya barang ini standar untuk harga segini buatku!,1
jujur ya produk ini zonk banget,0
menurutku pengiriman normal nggak cepat tidak lambat untuk harga segini bgt,1
buatku dipakai sebentar langsung bermasalah buat pemakaian harian,0
jujur ya tidak recommended sih!,0
sejauh ini aman tapi belum spesial buat pemakaian harian ya.,1
buatku saya suka hasilnya buat pemakaian harian,2
buatku kualitasnya lumayan,1
buatku tidak recommended buat pemakaian harian buatku,0
saya ga puas dari pengalaman pertama sih,0
menurutku produk ini zonk dari segi fitur bgt,0
review singkat kualitasnya mantap untuk harga segini sih,2
kalau dari pengalamanku pengiriman terlambat dari pengalaman pertama sih,0
kalau dari pengalamanku harga masih oke bnget,1
buatku sejauh ini aman tapi belum spesial untuk harga segini sih,1
buatku ga recommended untuk harga segini,0
kalau dari pengalamanku harga sesuai kualitas untuk harga segini,2
kalau dari pengalamanku overall masih oke untuk harga segini untuk harga segini ya,1
jujur ya barang datang dalam kondisi jelek dari segi fitur sih,0
review singkat kualitasnya lumayan dari pengalaman pertama menurutku...,1
jujur ya harga sesuai kualitas dari pengalaman pertama banget,2
menurutku sejauh ini aman tapi belum spesial dari pengalaman pertama buatku,1
kalau dari pengalamanku overall masih oke untuk harga segini buat pemakaian harian,1
jujur ya pelayanan sangat lambat untuk harga segini banget,0
kalau dari pengalamanku fiturnya cukup membantu ya,1
kalau dari pengalamanku adminnya responsif dan ramah buat pemakaian harian buatku,2
kalau dari pengalamanku kualitasnya mantap buat pemakaian harian,2
review singkat pengiriman tepat waktu dari pengalaman pertama banget,2
buatku fiturnya sering error buat pemakaian harian buatku,0
review singkat fiturnya jalan sesuai deskripsi untuk harga segini menurutku,1
kalau dari pengalamanku adminnya susah dihubungi dari segi fitur menurutku,0
kalau dari pengalamanku produk ini standar buat pemakaian harian,1
jujur ya fiturnya sangat membantu menurutku.,2
buatku packaging rusak waktu sampai untuk harga segini buatku,0
buatku gak rekomen buat pemakaian harian ya...,0
buatku kualitasnya buruk dari pengalaman pertama menurutku,0
menurutku dipakai harian tetap nyaman untuk harga segini banget,2
jujur ya adminnya responsif dan ramah dari pengalaman pertama banget.,2
pelayanan cukup biasa dari pengalaman pertama,1
jujur ya pengalaman saya biasa saja buatku,1
kalau dari pengalamanku overall masih oke untuk harga segini untuk harga segini buatku,1
kalau dari pengalamanku saya tidak puas menurutku,0
review singkat adminnya susah dihubungi dari segi fitur buatku,0
dipakai harian tetap nyaman dari pengalaman pertama ya,2
kalau dari pengalamanku fiturnya jalan sesuai deskripsi dari segi fitur sih,1
menurutku harga tidak sebanding buat pemakaian harian menurutku,0
buatku adminnya responsif dan ramah menurutku,2
review singkat pelayanan cukup biasa untuk harga segini sih.,1
buatku packaging rusak waktu sampai dari segi fitur ya,0
worth it bnget buat dibeli dari pengalaman pertama banget,2
produk ini standar buat pemakaian harian banget,1
jujur ya fiturnya sering error buatku,0
menurutku harga sesuai kualitas buat pemakaian harian menurutku,2
menurutku kualitasnya lumayan buat pemakaian harian banget!,1
kalau dari pengalamanku pengiriman terlambat buat pemakaian harian buatku,0
buatku produk ini sangat bagus dari segi fitur menurutku,2
kalau dari pengalamanku adminnya responsif dan ramah untuk harga segini banget,2
buatku sejauh ini aman tapi belum spesial dari pengalaman pertama ya,1
buatku fiturnya cukup membantu untuk harga segini ya,1
pelayanan cukup biasa buat pemakaian harian...,1
jujur ya produk ini mengecewakan buat pemakaian harian sih,0
buatku hasilnya nggak buruk tidak istimewa buat pemakaian harian menurutku,1
buatku pengiriman sesuai estimasi untuk harga segini buatku,1
jujur ya pengiriman normal gak cepat tidak lambat dari segi fitur menurutku,1
buatku sejauh ini aman tapi belum spesial dari segi fitur,1
buatku packaging rusak waktu sampai buat pemakaian harian banget,0
menurutku adminnya susah dihubungi,0
buatku worth it banget buat dibeli banget,2
jujur ya pengiriman normal tidak cepat tidak lambat buat pemakaian harian banget,1
kalau dari pengalamanku fiturnya cukup membantu dari segi fitur menurutku,1
kalau dari pengalamanku pengiriman sesuai estimasi dari segi fitur sih,1
jujur ya pengiriman sesuai estimasi dari pengalaman pertama buatku,1
review singkat saya suka hasilnya dari pengalaman pertama sih,2
pengiriman terlambat!,0
review singkat pelayanan sangat lambat buat pemakaian harian buatku,0
menurutku worth it bgt buat dibeli dari pengalaman pertama buatku,2
kualitasnya mantap dari pengalaman pertama menurutku,2
buatku adminnya responsif dan ramah dari pengalaman pertama,2
review singkat recommended bgt untuk harga segini ya,2
kalau dari pengalamanku fiturnya sangat membantu dari pengalaman pertama buatku,2
saya tidak puas buat pemakaian harian buatku,0
review singkat fiturnya sangat membantu untuk harga segini sih,2
review singkat kualitasnya lumayan dari pengalaman pertama menurutku,1
barang datang dalam kondisi jelek untuk harga segini buatku,0
jujur ya packaging rusak waktu sampai dari segi fitur menurutku!,0
kalau dari pengalamanku pengiriman normal nggak cepat tidak lambat buatku,1
review singkat adminnya susah dihubungi buat pemakaian harian menurutku,0
menurutku fiturnya cukup membantu dari pengalaman pertama menurutku,1
kualitasnya buruk dari pengalaman pertama sih,0
kalau dari pengalamanku pengiriman tepat waktu dari pengalaman pertama ya,2
menurutku harga sesuai kualitas dari pengalaman pertama menurutku,2
review singkat pelayanan cukup biasa dari pengalaman pertama,1
review singkat fiturnya jalan sesuai deskripsi dari segi fitur,1
kalau dari pengalamanku pengalaman saya biasa saja dari segi fitur sih,1
worth it banget buat dibeli dari pengalaman pertama,2
menurutku dipakai harian tetap nyaman dari segi fitur sih,2
jujur ya fiturnya jalan sesuai deskripsi dari pengalaman pertama menurutku,1
buatku pengiriman normal tidak cepat tidak lambat buatku,1
jujur ya pelayanannya sangat lambat dari pengalaman pertama sih,0
review singkat packaging rapi dan aman buat pemakaian harian menurutku!,2
review singkat fiturnya cukup membantu dari segi fitur sih,1
worth it bgt buat dibeli buat pemakaian harian ya,2
buatku fiturnya sangat membantu buatku,2
kualitasnya lumayan dari segi fitur ya,1
dipakai harian tetap nyaman buat pemakaian harian ya,2
produk ini mengecewakan untuk harga segini menurutku,0
buatku harga sesuai kualitas untuk harga segini buatku,2
review singkat barang datang dalam kondisi jelek untuk harga segini,0
kalau dari pengalamanku dipakai harian tetap nyaman buatku,2
packaging rapi dan aman menurutku,2
worth it bgt buat dibeli untuk harga segini...,2
buatku packaging rapi dan aman bgt,2
menurutku kualitasnya mantap buat pemakaian harian bnget,2
kalau dari pengalamanku pelayanan sangat lambat ya,0
review singkat pengalaman saya biasa saja buat pemakaian harian ya,1
menurutku barang ini beneran bagus banget,2
buatku pelayanan beneran lambat buat pemakaian harian sih...,0
jujur ya kualitasnya buruk dari segi fitur sih,0
barang datang dalam kondisi jelek untuk harga segini.,0
jujur ya adminnya responsif dan ramah dari segi fitur menurutku,2
fiturnya sering error bnget...,0
adminnya responsif dan ramah menurutku,2
jujur ya dipakai harian tetap nyaman menurutku,2
review singkat saya tidak puas menurutku.,0
servis sangat lambat dari pengalaman pertama ya,0
jujur ya kualitasnya mantap untuk harga segini ya,2
buatku saya tidak puas dari segi fitur!,0
worth it bgt buat dibeli untuk harga segini menurutku,2
buatku kualitasnya buruk dari segi fitur menurutku,0
adminnya susah dihubungi buat pemakaian harian banget.,0
buatku dipakai sebentar langsung bermasalah dari pengalaman pertama,0
review singkat saya suka hasilnya dari segi fitur bgt,2
review singkat dipakai harian tetap nyaman untuk harga segini bgt,2
review singkat fiturnya jalan sesuai deskripsi untuk harga segini buatku,1
jujur ya sejauh ini aman tapi belum spesial untuk harga segini bgt,1
review singkat packaging rusak waktu sampai sih,0
kalau dari pengalamanku produk ini mengecewakan dari segi fitur sih,0
buatku pengiriman tepat waktu dari segi fitur menurutku,2
buatku harga tidak sebanding dari pengalaman pertama menurutku,0
buatku sejauh ini aman tapi belum spesial dari pengalaman pertama buatku,1
kalau dari pengalamanku harga sesuai kualitas buat pemakaian harian...,2
jujur ya ga recommended dari pengalaman pertama ya,0
jujur ya pengalaman saya biasa saja buat pemakaian harian,1
buatku pengiriman tepat waktu dari segi fitur,2
kalau dari pengalamanku packaging rapi dan aman untuk harga segini buatku,2
buatku worth it banget buat dibeli untuk harga segini menurutku,2
fiturnya jalan sesuai deskripsi buat pemakaian harian menurutku,1
saya tidak puas untuk harga segini buatku,0
menurutku kualitasnya lumayan buat pemakaian harian ya,1
review singkat dipakai harian tetap nyaman dari segi fitur menurutku,2
saya tidak puas!,0
buatku pengiriman normal gak cepat tidak lambat untuk harga segini menurutku,1
kalau dari pengalamanku saya suka hasilnya dari segi fitur banget,2
menurutku fiturnya jalan sesuai deskripsi buatku,1
menurutku pelayanan cepat dan ok untuk harga segini ya,2
sejauh ini aman tapi belum spesial untuk harga segini buatku,1
review singkat harga tidak sebanding untuk harga segini buatku,0
menurutku packaging rusak waktu sampai,0
review singkat kualitasnya buruk dari segi fitur bnget!,0
buatku recommended banget banget,2
kalau dari pengalamanku hasilnya tidak buruk tidak istimewa dari segi fitur banget,1
menurutku produk ini mengecewakan sih,0
jujur ya fiturnya sering error dari segi fitur banget,0
buatku adminnya responsif dan ramah dari pengalaman pertama sih,2
menurutku fiturnya cukup membantu,1
menurutku pelayanan sangat lambat dari segi fitur menurutku,0
produk ini sangat bagus dari pengalaman pertama sih,2
jujur ya adminnya responsif dan ramah buat pemakaian harian,2
buatku harga masih oke dari pengalaman pertama...,1
buatku barang ini sangat bagus dari segi fitur menurutku,2
kualitasnya buruk buat pemakaian harian sih,0
review singkat rekomen banget dari pengalaman pertama sih,2
buatku harga tidak sebanding buat pemakaian harian ya,0
menurutku pengiriman normal tidak cepat tidak lambat dari pengalaman pertama menurutku,1
menurutku sejauh ini aman tapi belum spesial dari segi fitur,1
buatku fiturnya jalan sesuai deskripsi dari pengalaman pertama ya!,1
overall masih oke untuk harga segini buat pemakaian harian ya,1
kalau dari pengalamanku overall masih oke untuk harga segini buat pemakaian harian,1
menurutku fiturnya cukup membantu dari pengalaman pertama,1
sejauh ini aman tapi belum spesial ya,1
packaging rusak waktu sampai buat pemakaian harian,0
harga gak sebanding banget,0
review singkat produk ini standar dari pengalaman pertama,1
menurutku produk ini standar untuk harga segini buatku,1
kalau dari pengalamanku barang datang dalam kondisi jelek dari pengalaman pertama banget,0
review singkat harga sesuai kualitas dari segi fitur buatku...,2
kalau dari pengalamanku packaging rapi dan aman dari pengalaman pertama menurutku,2
harga masih oke buat pemakaian harian ya,1
pelayanan cukup biasa menurutku.,1
buatku recommended bnget sih,2
kalau dari pengalamanku fiturnya sering error buat pemakaian harian,0
jujur ya fiturnya cukup membantu buat pemakaian harian sih,1
tidak recommended untuk harga segini sih,0
review singkat dipakai sebentar langsung bermasalah menurutku,0
buatku pengiriman sesuai estimasi untuk harga segini menurutku,1
buatku packaging rapi dan aman dari pengalaman pertama ya,2
review singkat pengalaman saya biasa saja buat pemakaian harian menurutku...,1
jujur ya kualitasnya lumayan buatku!,1
kalau dari pengalamanku barang datang dalam kondisi jelek untuk harga segini sih!,0
menurutku pelayanan sangat lambat dari pengalaman pertama menurutku,0
review singkat pelayanan cukup biasa buat pemakaian harian!,1
jujur ya dipakai harian tetap nyaman dari segi fitur buatku,2
servis cukup biasa sih,1
review singkat worth it banget buat dibeli dari pengalaman pertama ya.,2
menurutku adminnya susah dihubungi buat pemakaian harian banget...,0
review singkat fiturnya sangat membantu sih,2
buatku barang datang dalam kondisi jelek untuk harga segini,0
jujur ya overall masih oke untuk harga segini dari pengalaman pertama banget!,1
kalau dari pengalamanku fiturnya sering error dari segi fitur,0
kalau dari pengalamanku pengalaman saya biasa saja buat pemakaian harian sih,1
menurutku dipakai sebentar langsung bermasalah untuk harga segini ya.,0
produk ini sangat bagus untuk harga segini,2
review singkat kualitasnya lumayan untuk harga segini ya...,1
tidak recommended dari segi fitur ya,0
buatku hasilnya gak buruk tidak istimewa untuk harga segini banget,1
jujur ya kualitasnya lumayan buat pemakaian harian menurutku.,1
jujur ya pelayanan cepat dan memuaskan menurutku,2
menurutku pengalaman saya biasa saja sih,1
review singkat pengalaman saya biasa saja dari segi fitur ya!,1
buatku harga masih oke untuk harga segini banget,1
menurutku fiturnya sering error untuk harga segini sih,0
menurutku saya tidak puas dari pengalaman pertama ya,0
fiturnya jalan sesuai deskripsi dari segi fitur banget,1
jujur ya fiturnya jalan sesuai deskripsi untuk harga segini sih,1
review singkat overall masih oke untuk harga segini untuk harga segini ya,1
pengiriman tepat waktu buatku,2
fiturnya beneran membantu dari segi fitur banget,2
kalau dari pengalamanku kualitasnya lumayan dari pengalaman pertama sih,1
buatku dipakai harian tetap nyaman menurutku,2
kalau dari pengalamanku adminnya susah dihubungi dari pengalaman pertama menurutku,0
jujur ya fiturnya cukup membantu dari pengalaman pertama sih,1
jujur ya servis cepat dan memuaskan dari segi fitur,2
review singkat fiturnya sangat membantu ya,2
menurutku harga masih oke buat pemakaian harian ya,1
packaging rusak waktu sampai dari pengalaman pertama ya,0
recommended bgt dari segi fitur ya,2
kalau dari pengalamanku adminnya responsif dan ramah sih...,2
jujur ya kualitasnya buruk,0
pengiriman terlambat,0
kalau dari pengalamanku harga ga sebanding dari segi fitur sih,0
kalau dari pengalamanku pelayanan cukup biasa sih...,1
review singkat hasilnya tidak buruk tidak istimewa untuk harga segini bgt,1
menurutku kualitasnya mantap untuk harga segini,2
kalau dari pengalamanku hasilnya nggak buruk tidak istimewa untuk harga segini sih...,1
review singkat pelayanan cepat dan ok bnget,2
menurutku saya suka hasilnya menurutku,2
menurutku harga tidak sebanding dari pengalaman pertama sih,0
menurutku pengalaman saya biasa saja dari pengalaman pertama sih,1
review singkat barang ini standar buat pemakaian harian sih,1
kalau dari pengalamanku packaging rapi dan aman buatku,2
kalau dari pengalamanku harga masih oke untuk harga segini ya,1
menurutku dipakai sebentar langsung bermasalah untuk harga segini banget,0
kalau dari pengalamanku adminnya responsif dan ramah buat pemakaian harian buatku!,2
buatku produk ini sangat bagus menurutku...,2
harga nggak sebanding ya,0
menurutku overall masih oke untuk harga segini buat pemakaian harian banget,1
buatku produk ini beneran bagus dari segi fitur buatku,2
buatku packaging rapi dan aman dari pengalaman pertama ya,2
menurutku fiturnya jalan sesuai deskripsi buat pemakaian harian sih!,1
review singkat adminnya responsif dan ramah untuk harga segini sih,2
menurutku hasilnya tidak buruk tidak istimewa dari pengalaman pertama sih,1
buatku packaging rapi dan aman dari pengalaman pertama,2
kalau dari pengalamanku pengiriman sesuai estimasi buat pemakaian harian bgt,1
